movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn
La Ciénaga,Lucrecia Martel,2001,5,Cédric Succivalli,International Cinephile Society,Italy
Toni Erdmann,Maren Ade,2016,6,Cédric Succivalli,International Cinephile Society,Italy
In the Family,Patrick Wang,2011,7,Cédric Succivalli,International Cinephile Society,Italy
Tabu,Miguel Gomes,2012,8,Cédric Succivalli,International Cinephile Society,Italy
Gerry,Gus Van Sant,2002,9,Cédric Succivalli,International Cinephile Society,Italy
Tropical Malady,Apichatpong Weerasethakul,2004,10,Cédric Succivalli,International Cinephile Society,Italy
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,1,Alin Tasciyan,Star,Turkey
The Return,Andrey Zvyagintsev,2003,2,Alin Tasciyan,Star,Turkey
The White Ribbon,Michael Haneke,2009,3,Alin Tasciyan,Star,Turkey
In the Mood for Love,Wong Kar-wai,2000,4,Alin Tasciyan,Star,Turkey
Songs from the Second Floor,Roy Andersson,2000,5,Alin Tasciyan,Star,Turkey
Journey to the West,Tsai Ming-liang,2014,6,Alin Tasciyan,Star,Turkey
The 3 Rooms of Melancholia,Pirjo Honkasalo,2004,7,Alin Tasciyan,Star,Turkey
The Gleaners and I,Agnès Varda,2000,8,Alin Tasciyan,Star,Turkey
Spirited Away,Hayao Miyazaki,2001,9,Alin Tasciyan,Star,Turkey
Japon,Carlos Reygadas,2002,10,Alin Tasciyan,Star,Turkey
Blue Is the Warmest Color,Abdellatif Kechiche,2013,1,Charles Taylor,The Yale Review,US
Only Lovers Left Alive,Jim Jarmusch,2013,2,Charles Taylor,The Yale Review,US
Mulholland Drive,David Lynch,2001,3,Charles Taylor,The Yale Review,US
Somewhere,Sofia Coppola,2010,4,Charles Taylor,The Yale Review,US
25th Hour,Spike Lee,2002,5,Charles Taylor,The Yale Review,US
Inglourious Basterds,Quentin Tarantino,2009,6,Charles Taylor,The Yale Review,US
The Artist,Michel Hazanavicius,2011,7,Charles Taylor,The Yale Review,US
Phoenix,Christian Petzold,2014,8,Charles Taylor,The Yale Review,US
Femme Fatale,Brian De Palma,2002,9,Charles Taylor,The Yale Review,US
Fantastic Mr Fox,Wes Anderson,2009,10,Charles Taylor,The Yale Review,US
Neighboring Sounds,Kleber Mendonça Filho,2012,1,Ella Taylor,NPR.org,US
The Master,Paul Thomas Anderson,2012,2,Ella Taylor,NPR.org,US
The Band’s Visit,Eran Kolirin,2007,3,Ella Taylor,NPR.org,US
Time Out,Laurent Cantet,2001,4,Ella Taylor,NPR.org,US
Margaret,Kenneth Lonergan,2011,5,Ella Taylor,NPR.org,US
Ratatouille,Brad Bird and Jan Pinkava,2007,6,Ella Taylor,NPR.org,US
Burning Bush,Agnieszka Holland,2013,7,Ella Taylor,NPR.org,US
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,8,Ella Taylor,NPR.org,US
Leviathan,Andrey Zvyagintsev,2014,9,Ella Taylor,NPR.org,US
Barbara,Christian Petzold,2012,10,Ella Taylor,NPR.org,US
The Assassin,Hou Hsiao-hsien,2015,1,Stephen Teo,Nanyang Techological University,Singapore
The Grand Budapest Hotel,Wes Anderson,2014,2,Stephen Teo,Nanyang Techological University,Singapore
Inception,Christopher Nolan,2010,3,Stephen Teo,Nanyang Techological University,Singapore
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,4,Stephen Teo,Nanyang Techological University,Singapore
The Act of Killing,Joshua Oppenheimer,2012,5,Stephen Teo,Nanyang Techological University,Singapore
No Country For Old Men,Joel and Ethan Coen,2007,6,Stephen Teo,Nanyang Techological University,Singapore
A Tale of Two Sisters,Kim Jee-woon,2003,7,Stephen Teo,Nanyang Techological University,Singapore
Still Life,Jia Zhangke,2006,8,Stephen Teo,Nanyang Techological University,Singapore
Spirited Away,Hayao Miyazaki,2001,9,Stephen Teo,Nanyang Techological University,Singapore
In the Mood for Love,Wong Kar-wai,2000,10,Stephen Teo,Nanyang Techological University,Singapore
Goodbye to Language,Jean-Luc Godard,2014,1,Kristin Thompson,University of Wisconsin-Madison,US
Russian Ark,Aleksandr Sokurov,2002,2,Kristin Thompson,University of Wisconsin-Madison,US
Holy Motors,Leos Carax,2012,3,Kristin Thompson,University of Wisconsin-Madison,US
In the Mood for Love,Wong Kar-wai,2000,4,Kristin Thompson,University of Wisconsin-Madison,US
Gravity,Alfonso Cuarón,2013,5,Kristin Thompson,University of Wisconsin-Madison,US
There Will Be Blood,Paul Thomas Anderson,2007,6,Kristin Thompson,University of Wisconsin-Madison,US
About Elly,Asghar Farhadi,2009,7,Kristin Thompson,University of Wisconsin-Madison,US
Moonrise Kingdom,Wes Anderson,2012,8,Kristin Thompson,University of Wisconsin-Madison,US
The Headless Woman,Lucrecia Martel,2008,9,Kristin Thompson,University of Wisconsin-Madison,US
Pan's Labyrinth,Guillermo Del Toro,2006,10,Kristin Thompson,University of Wisconsin-Madison,US
The Tree of Life,Terrence Malick,2011,1,Scott Tobias,Freelance film critic,US
Boyhood,Richard Linklater,2014,2,Scott Tobias,Freelance film critic,US
Zodiac,David Fincher,2007,3,Scott Tobias,Freelance film critic,US
Yi Yi: A One and a Two,Edward Yang,2000,4,Scott Tobias,Freelance film critic,US
Margaret,Kenneth Lonergan,2011,5,Scott Tobias,Freelance film critic,US
Meek's Cutoff,Kelly Reichardt,2010,6,Scott Tobias,Freelance film critic,US
25th Hour,Spike Lee,2002,7,Scott Tobias,Freelance film critic,US
A Separation,Asghar Farhadi,2011,8,Scott Tobias,Freelance film critic,US
Certified Copy,Abbas Kiarostami,2010,9,Scott Tobias,Freelance film critic,US
There Will Be Blood,Paul Thomas Anderson,2007,10,Scott Tobias,Freelance film critic,US
Mulholland Drive,David Lynch,2001,1,Peter Travers,Rolling Stone,US
There Will Be Blood,Paul Thomas Anderson,2007,2,Peter Travers,Rolling Stone,US
No Country For Old Men,Joel and Ethan Coen,2007,3,Peter Travers,Rolling Stone,US
The Social Network,David Fincher,2010,4,Peter Travers,Rolling Stone,US
Children of Men,Alfonso Cuarón,2006,5,Peter Travers,Rolling Stone,US
The Departed,Martin Scorsese,2006,6,Peter Travers,Rolling Stone,US
In the Mood for Love,Wong Kar-wai,2000,7,Peter Travers,Rolling Stone,US
12 Years a Slave,Steve McQueen,2013,8,Peter Travers,Rolling Stone,US
Memento,Christopher Nolan,2000,9,Peter Travers,Rolling Stone,US
Manchester by the Sea,Kenneth Lonergan,2016,10,Peter Travers,Rolling Stone,US
The Dark Knight,Christopher Nolan,2008,1,Brian Truitt,USA Today,US
Mad Max: Fury Road,George Miller,2015,2,Brian Truitt,USA Today,US
Captain America: Winter Soldier,Anthony and Joe Russo,2014,3,Brian Truitt,USA Today,US
Star Wars: Episode VII – The Force Awakens,J. J. Abrams,2015,4,Brian Truitt,USA Today,US
Love Actually,Richard Curtis,2003,5,Brian Truitt,USA Today,US
Brick,Rian Johnson,2005,6,Brian Truitt,USA Today,US
Chicago,Rob Marshall,2002,7,Brian Truitt,USA Today,US
Tropic Thunder,Ben Stiller,2008,8,Brian Truitt,USA Today,US
High Fidelity,Stephen Frears,2000,9,Brian Truitt,USA Today,US
Silver Linings Playbook,David O. Russell,2012,10,Brian Truitt,USA Today,US
City of God,Fernando Meirelles and Kátia Lund,2002,1,Rahul Verma,Freelance film critic,UK
The Dark Knight,Christopher Nolan,2008,2,Rahul Verma,Freelance film critic,UK
Pan's Labyrinth,Guillermo Del Toro,2006,3,Rahul Verma,Freelance film critic,UK
The Lives of Others,Florian Henckel von Donnersmarck,2006,4,Rahul Verma,Freelance film critic,UK
Four Lions,Christopher Morris,2010,5,Rahul Verma,Freelance film critic,UK
Amores Perros,Alejandro González Iñárritu,2000,6,Rahul Verma,Freelance film critic,UK
Gangs of Wasseypur,Anurag Kashyap,2012,7,Rahul Verma,Freelance film critic,UK
District 9,Neill Blomkamp,2009,8,Rahul Verma,Freelance film critic,UK
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,9,Rahul Verma,Freelance film critic,UK
This Is England,Shane Meadows,2006,10,Rahul Verma,Freelance film critic,UK
Mulholland Drive,David Lynch,2001,1,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
The Assassin,Hou Hsiao-hsien,2015,2,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
A Separation,Asghar Farhadi,2011,3,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Moulin Rouge!,Baz Luhrmann,2001,4,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Tropical Malady,Apichatpong Weerasethakul,2004,5,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
In the Mood for Love,Wong Kar-wai,2000,6,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Spirited Away,Hayao Miyazaki,2001,7,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,8,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Yi Yi: A One and a Two,Edward Yang,2000,9,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Bowling for Columbine,Michael Moore,2002,10,Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan
Shame,Steve McQueen,2011,1,Stephen Whitty,Freelance film critic,US
There Will Be Blood,Paul Thomas Anderson,2007,2,Stephen Whitty,Freelance film critic,US
Pan's Labyrinth,Guillermo Del Toro,2006,3,Stephen Whitty,Freelance film critic,US
The Skin I Live In,Pedro Almodóvar,2011,4,Stephen Whitty,Freelance film critic,US
Boyhood,Richard Linklater,2014,5,Stephen Whitty,Freelance film critic,US
The Hurt Locker,Kathryn Bigelow,2008,6,Stephen Whitty,Freelance film critic,US
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,7,Stephen Whitty,Freelance film critic,US
A Separation,Asghar Farhadi,2011,8,Stephen Whitty,Freelance film critic,US
The Royal Tenenbaums,Wes Anderson,2001,9,Stephen Whitty,Freelance film critic,US
No Country For Old Men,Joel and Ethan Coen,2007,10,Stephen Whitty,Freelance film critic,US
No Country For Old Men,Joel and Ethan Coen,2007,1,Alissa Wilkinson,Christianity Today,US
There Will Be Blood,Paul Thomas Anderson,2007,2,Alissa Wilkinson,Christianity Today,US
WALL-E,Andrew Stanton,2008,3,Alissa Wilkinson,Christianity Today,US
Spotlight,Tom McCarthy,2015,4,Alissa Wilkinson,Christianity Today,US
Once,John Carney,2007,5,Alissa Wilkinson,Christianity Today,US
The Social Network,David Fincher,2010,6,Alissa Wilkinson,Christianity Today,US
The Act of Killing,Joshua Oppenheimer,2012,7,Alissa Wilkinson,Christianity Today,US
Mad Max: Fury Road,George Miller,2015,8,Alissa Wilkinson,Christianity Today,US
Selma,Ava DuVernay,2014,9,Alissa Wilkinson,Christianity Today,US
Yi Yi: A One and a Two,Edward Yang,2000,10,Alissa Wilkinson,Christianity Today,US
Like Someone In Love,Abbas Kiarostami,2012,1,Jake Wilson,Fairfax Media,Australia
AI: Artificial Intelligence,Steven Spielberg,2001,2,Jake Wilson,Fairfax Media,Australia
The Story of Marie and Julien,Jacques Rivette,2003,3,Jake Wilson,Fairfax Media,Australia
The Deep Blue Sea,Terence Davies,2011,4,Jake Wilson,Fairfax Media,Australia
Film socialisme,Jean-Luc Godard,2010,5,Jake Wilson,Fairfax Media,Australia
The Tree of Life,Terrence Malick,2011,6,Jake Wilson,Fairfax Media,Australia
Blissfully Yours,Apichatpong Weerasethakul,2002,7,Jake Wilson,Fairfax Media,Australia
Be Kind Rewind,Michel Gondry,2008,8,Jake Wilson,Fairfax Media,Australia
Frontier of Dawn,Philippe Garrel,2008,9,Jake Wilson,Fairfax Media,Australia
I Don't Want to Sleep Alone,Tsai Ming-liang,2006,10,Jake Wilson,Fairfax Media,Australia
Mulholland Drive,David Lynch,2001,1,Stephanie Zacharek,Time Magazine,US
Kings and Queen,Arnaud Desplechin,2004,2,Stephanie Zacharek,Time Magazine,US
Yi Yi: A One and a Two,Edward Yang,2000,3,Stephanie Zacharek,Time Magazine,US
Oldboy,Park Chan-wook,2003,4,Stephanie Zacharek,Time Magazine,US
Antichrist,Lars von Trier,2009,5,Stephanie Zacharek,Time Magazine,US
Children of Men,Alfonso Cuarón,2006,6,Stephanie Zacharek,Time Magazine,US
Lost in Translation,Sofia Coppola,2003,7,Stephanie Zacharek,Time Magazine,US
Femme Fatale,Brian De Palma,2002,8,Stephanie Zacharek,Time Magazine,US
Casino Royale,Martin Campbell,2006,9,Stephanie Zacharek,Time Magazine,US
Blue Is the Warmest Color,Abdellatif Kechiche,2013,10,Stephanie Zacharek,Time Magazine,US
In the Mood for Love,Wong Kar-wai,2000,1,Chadi Zeneddine,Doha Film Institute,Qatar
The Tree of Life,Terrence Malick,2011,2,Chadi Zeneddine,Doha Film Institute,Qatar
A Prophet,Jacques Audiard,2009,3,Chadi Zeneddine,Doha Film Institute,Qatar
Amélie,Jean-Pierre Jeunet,2001,4,Chadi Zeneddine,Doha Film Institute,Qatar
Spirited Away,Hayao Miyazaki,2001,5,Chadi Zeneddine,Doha Film Institute,Qatar
Brokeback Mountain,Ang Lee,2005,6,Chadi Zeneddine,Doha Film Institute,Qatar
Talk to Her,Pedro Almodóvar,2002,7,Chadi Zeneddine,Doha Film Institute,Qatar
Mulholland Drive,David Lynch,2001,8,Chadi Zeneddine,Doha Film Institute,Qatar
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,9,Chadi Zeneddine,Doha Film Institute,Qatar
Amour,Michael Haneke,2012,10,Chadi Zeneddine,Doha Film Institute,Qatar
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,1,Raymond Zhou,China Daily,China
The Hours,Stephen Daldry,2002,2,Raymond Zhou,China Daily,China
The Sun Also Rises,Jiang Wen,2007,3,Raymond Zhou,China Daily,China
A Separation,Asghar Farhadi,2011,4,Raymond Zhou,China Daily,China
"Lust, Caution",Ang Lee,2007,5,Raymond Zhou,China Daily,China
The Lives of Others,Florian Henckel von Donnersmarck,2006,6,Raymond Zhou,China Daily,China
Still Life,Jia Zhangke,2006,7,Raymond Zhou,China Daily,China
Birdman,Alejandro González Iñárritu,2014,8,Raymond Zhou,China Daily,China
Infernal Affairs,Andrew Lau and Alan Mak,2002,9,Raymond Zhou,China Daily,China
City of God,Fernando Meirelles and Kátia Lund,2002,10,Raymond Zhou,China Daily,China
