movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn,birth_place,geometry.coordinates,douban_rate,douban_ppl,imdb_name,imdb_rate,storyline,imdb_ppl1,rate_dif,ppl_dif
American Psycho,Mary Harron,2000,3,Matthew Anderson,BBC Culture,UK,"Bracebridge, Ontario, Canada","[-79.28863, 45.05558]",7.8,70697.0, American Psycho (2000) ,7.6,"It's the late 1980s. Twenty-seven year old Wall Streeter Patrick Bateman travels among a closed network of the proverbial beautiful people, that closed network in only they able to allow others like themselves in in a feeling of superiority. Patrick has a routinized morning regimen to maintain his appearance of attractiveness and fitness. He, like those in his network, are vain, narcissistic, egomaniacal and competitive, always having to one up everyone else in that presentation of oneself, but he, unlike the others, realizes that, for himself, all of these are masks to hide what is truly underneath, someone/something inhuman in nature. In other words, he is comprised of a shell resembling a human that contains only greed and disgust, greed in wanting what others may have, and disgust for those who do not meet his expectations and for himself in not being the first or the best. That disgust ends up manifesting itself in wanting to rid the world of those people, he not seeing them as people but only of those characteristics he wants to rid. —Huggo",537000.0,0.20000000000000018,-466303.0
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,4,Matthew Anderson,BBC Culture,UK,"Iasi, Romania","[27.58732, 47.1594]",8.3,32944.0," 4 Months, 3 Weeks and 2 Days (2007) ",7.9,"Romania, 1987, the brutal Ceausescu communist regime is in place; birth control is illegal and abortion is a crime punishable by death. Gabita (Laura Vasliu) is almost five months into an unwanted pregnancy and in meek desperation turns to her friend and roommate, Otilia (Anamaria Marinca) for help in organizing an illegal termination. Unfortunate circumstances force the two women to use an unwanted male abortionist, Bebe (Vlad Ivanov). The bleakness of the storyline expresses a dark socio-political critique in the twilight years of a repressive dictatorship. —kwedgwood@hotmail.com",59000.0,0.40000000000000036,-26056.0
Caché,Michael Haneke,2005,5,Matthew Anderson,BBC Culture,UK,"Munich, Bavaria, Germany","[11.57754, 48.13641]",7.6,12081.0, Caché (Hidden) (2005) ,7.3,"Set in France, Georges is a TV Literary Reviewer and lives in a small yet modern town house with his wife Ann, a publisher and his young son Pierrot. They begin to receive video tapes through the post of their house and family, along side obscure child-like drawings. They visit the police with hope of aid to find the stalker, but as there is no direct threat, they refuse to help. As the tapes become more personal, Georges takes it upon himself to figure out who is putting through his family through such horror. A true Michael Haneke Classic. —Jodie Norton",78000.0,0.2999999999999998,-65919.0
Mulholland Drive,David Lynch,2001,6,Matthew Anderson,BBC Culture,UK,"Missoula, Montana, USA","[-113.99625, 46.87278]",8.4,386383.0, Mulholland Drive (2001) ,7.9,"Still untarnished by the false promises of the rapacious film industry, the wide-eyed actress, Betty, sets foot on bustling, sun-kissed Hollywood. Brimming with hope, and eager to spread her wings and prove her worth, Betty moves in Aunt Ruth's expensive apartment, unbeknownst to her, however, that fate has other plans in store for her, setting the stage for life-altering experiences with the unexpected, the indecipherable, and the unknown. Now, in the centre of an elaborate labyrinth of half-truths, faded memories, unrequited loves, and dangerous encounters with the city's ugly face lies a strange key to a mysterious keyhole, an even stranger indigo-blue cube, the young director, Adam, and one cryptic woman: the amnesiac brunette and devilishly seductive car-crash survivor, Rita. But, time flies and Rita's opaque past demands answers. After all, both women deserve the truth. What is the secret of the serpentine, dream-crushing Mulholland Drive? —Nick Riganas",341000.0,0.5,45383.0
Lourdes,Jessica Hausner,2009,7,Matthew Anderson,BBC Culture,UK,"Vienna, Austria","[16.36842, 48.20263]",7.1,1111.0, Lourdes (2009) ,6.9,"In order to escape her isolation, wheelchair-bound Christine makes a life changing journey to Lourdes, the iconic site of pilgrimage in the Pyrenees Mountains.",3400.0,0.1999999999999993,-2289.0
Red Road,Andrea Arnold,2006,8,Matthew Anderson,BBC Culture,UK,"Dartford, Kent, England, UK","[0.22057, 51.44462]",7.3,2675.0, Red Road (2006) ,6.8,"Whilst working as a CCTV operator in Glasgow's working-class Red Road estate, Jackie sees a face from the past, a face that she thought would no longer haunt her dreams. Keeping her distance, and with the use of her CCTV cameras, she follows the face and the man and she finally decides to confront him. It is here that past lives are once again entwined and reconciliations are aired. —Cinema_Fan",13000.0,0.5,-10325.0
Boyhood,Richard Linklater,2014,9,Matthew Anderson,BBC Culture,UK,"Houston, Texas, USA","[-95.36952, 29.76078]",8.5,203524.0, Boyhood (I) (2014) ,7.9,"Filmed over 12 years with the same cast, Richard Linklater's BOYHOOD is a groundbreaking story of growing up as seen through the eyes of a child named Mason (a breakthrough performance by Ellar Coltrane), who literally grows up on screen before our eyes. Starring Ethan Hawke and Patricia Arquette as Mason's parents and newcomer Lorelei Linklater as his sister Samantha, BOYHOOD charts the rocky terrain of childhood like no other film has before. Snapshots of adolescence from road trips and family dinners to birthdays and graduations and all the moments in between become transcendent, set to a soundtrack spanning the years from Coldplay's Yellow to Arcade Fire's Deep Blue. BOYHOOD is both a nostalgic time capsule of the recent past and an ode to growing up and parenting. —IFC Films",346000.0,0.5999999999999996,-142476.0
Tony Manero,Pablo Larraín,2008,10,Matthew Anderson,BBC Culture,UK,"Santiago, Chile","[-70.65002, -33.43722]",7.5,202.0, Tony Manero (2008) ,6.8,"Raúl, a middle-aged, unemployed man, is obsessed by the character Tony Manero, who John Travolta plays in the film ""Saturday Night Fever"". He tries to imitate Travolta's impersonation in every detail, to be able to perform the most perfect Tony Manero himself. Raúl lives in a shabby house in Santiago. In a spacious room the landlady Wilma has a simple stage, where Raúl and some other tenants rehearse a show in Tony Moreno style. The young performers Goyo and Pauli are involved in underground activities against the Pinochet regime. Goyo gives some political flyers to a man. Raúl tails the man, and happens to see the secret police shooting him. After a while Raúl returns to the corpse, and steals the man's wristwatch. He goes to a junk dealer, where he swaps the watch for some thick glass bricks. He needs these for the stage floor, to be able to light up the show from beneath, just as in the film. In need of more glass bricks, he kills the junk dealer and steals the bricks. In his new Tony Moreno dress Raúl is on his way to a look-alike contest in TV Chile, when the secret police enters the house to arrest Pauli and other political suspects. Raúl succeeds to sneak away over the roof, and continues to the TV studio. —Maths Jesperson {maths.jesperson1@comhem.se}",4100.0,0.7000000000000002,-3898.0
No Country For Old Men,Joel and Ethan Coen,2007,1,Tim Appelo,The Wrap,US,,"[2.6138, 6.48812]",8.3,254547.0, No Country for Old Men (2007) ,8.1,"In rural Texas, welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh (Javier Bardem), on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sheriff Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart. —Kenneth Chisholm (kchishol@rogers.com)",914000.0,0.20000000000000107,-659453.0
Spirited Away,Hayao Miyazaki,2001,2,Tim Appelo,The Wrap,US,"Tokyo, Japan","[139.80885, 35.68408]",9.4,1963336.0, Spirited Away (2001) ,8.6,"Chihiro and her parents are moving to a small Japanese town in the countryside, much to Chihiro's dismay. On the way to their new home, Chihiro's father makes a wrong turn and drives down a lonely one-lane road which dead-ends in front of a tunnel. Her parents decide to stop the car and explore the area. They go through the tunnel and find an abandoned amusement park on the other side, with its own little town. When her parents see a restaurant with great-smelling food but no staff, they decide to eat and pay later. However, Chihiro refuses to eat and decides to explore the theme park a bit more. She meets a boy named Haku who tells her that Chihiro and her parents are in danger, and they must leave immediately. She runs to the restaurant and finds that her parents have turned into pigs. In addition, the theme park turns out to be a town inhabited by demons, spirits, and evil gods. At the center of the town is a bathhouse where these creatures go to relax. The owner of the bathhouse is the evil witch Yubaba, who is intent on keeping all trespassers as captive workers, including Chihiro. Chihiro must rely on Haku to save her parents in hopes of returning to their world. —Zachary Harper",706000.0,0.8000000000000007,1257336.0
A Separation,Asghar Farhadi,2011,3,Tim Appelo,The Wrap,US,,,8.7,227187.0, A Separation (2011) ,8.3,"Nader (Payman Maadi) and Simin (Leila Hatami) argue about living abroad. Simin prefers to live abroad to provide better opportunities for their only daughter, Termeh. However, Nader refuses to go because he thinks he must stay in Iran and take care of his father (Ali-Asghar Shahbazi), who suffers from Alzheimers. However, Simin is determined to get a divorce and leave the country with her daughter. —Amin Davoodi",234000.0,0.3999999999999986,-6813.0
Pan's Labyrinth,Guillermo Del Toro,2006,4,Tim Appelo,The Wrap,US,"Guadalajara, Jalisco, Mexico","[-103.35104, 20.68758]",7.9,203028.0, Pan's Labyrinth (2006) ,8.2,"In 1944 Falangist Spain, a girl, fascinated with fairy-tales, is sent along with her pregnant mother to live with her new stepfather, a ruthless captain of the Spanish army. During the night, she meets a fairy who takes her to an old faun in the center of the labyrinth. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks. If she fails, she will never prove herself to be the true princess and will never see her real father, the king, again. —ahmetkozan",644000.0,-0.29999999999999893,-440972.0
